"ID_SERIE","NOMBRE","LINK","DESCRIPCION","SERIES"
"39","Romance Anime","https://myanimelist.net/anime/genre/22/Romance","Falling in love and struggling to progress towards—or maintain—a romantic relationship take priority, while other subplots either take backseat or are designed to develop the main love story. The narrative focuses on the thoughts and emotions of the characters, illustrating the connections between them and explaining their reactions to events or conflict. Almost always, the story ends happily and the couple is rewarded for their efforts with lasting love.
Romance stories require significant romantic development leading to some kind of conclusion: either to begin the relationship, continue it, or end it. Open-ended romantic endings are only acceptable when the work is an incomplete adaptation of a Romance source. ""Teasing"" stories which do not narrate significant romantic development but have a conclusion should be tagged Romantic Subplot.
A story can be simply Romance. Since they are plot-driven stories showing humans experiencing romantic struggle, most Romance has some Drama inherently. For both tags, the drama should be focused not only on the relationship but also on the side storylines; for example, one character overcoming the death of a loved one or a drug addiction. Comedy requires Romance narratives to be focused on eliciting laughter, not only using comedy for lightheartedness. Slice of Life and Romance are incompatible by definition.","2033"
"39","Harem Anime","https://myanimelist.net/anime/genre/35/Harem","","458"
"39","Otaku Culture Anime","https://myanimelist.net/anime/genre/69/Otaku_Culture","Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.
Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.","92"
"39","School Anime","https://myanimelist.net/anime/genre/23/School","","2001"
"40","Comedy Anime","https://myanimelist.net/anime/genre/4/Comedy","Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.
Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.","7172"
"40","Adult Cast Anime","https://myanimelist.net/anime/genre/50/Adult_Cast","","556"
"40","Otaku Culture Anime","https://myanimelist.net/anime/genre/69/Otaku_Culture","Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.
Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.","92"
"40","Parody Anime","https://myanimelist.net/anime/genre/20/Parody","","747"
"40","Seinen Anime","https://myanimelist.net/anime/genre/42/Seinen","","990"
"41","Comedy Anime","https://myanimelist.net/anime/genre/4/Comedy","Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.
Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.","7172"
"41","Romance Anime","https://myanimelist.net/anime/genre/22/Romance","Falling in love and struggling to progress towards—or maintain—a romantic relationship take priority, while other subplots either take backseat or are designed to develop the main love story. The narrative focuses on the thoughts and emotions of the characters, illustrating the connections between them and explaining their reactions to events or conflict. Almost always, the story ends happily and the couple is rewarded for their efforts with lasting love.
Romance stories require significant romantic development leading to some kind of conclusion: either to begin the relationship, continue it, or end it. Open-ended romantic endings are only acceptable when the work is an incomplete adaptation of a Romance source. ""Teasing"" stories which do not narrate significant romantic development but have a conclusion should be tagged Romantic Subplot.
A story can be simply Romance. Since they are plot-driven stories showing humans experiencing romantic struggle, most Romance has some Drama inherently. For both tags, the drama should be focused not only on the relationship but also on the side storylines; for example, one character overcoming the death of a loved one or a drug addiction. Comedy requires Romance narratives to be focused on eliciting laughter, not only using comedy for lightheartedness. Slice of Life and Romance are incompatible by definition.","2033"
"41","Otaku Culture Anime","https://myanimelist.net/anime/genre/69/Otaku_Culture","Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.
Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.","92"
"41","School Anime","https://myanimelist.net/anime/genre/23/School","","2001"
"41","Shounen Anime","https://myanimelist.net/anime/genre/27/Shounen","","1910"
"42","Action Anime","https://myanimelist.net/anime/genre/1/Action","Exciting action sequences take priority and significant conflicts between characters are usually resolved with one's physical power. While the overarching plot may involve one group against another, the narrative in action stories is always focused on the strengths/weaknesses of individual characters and the effort they put into their personal battles with the opposing group's members.
Contrast with Military or Sports where the narrative is on collective achievement, or monster-of-the-week where the brief action scenes are a predicted climax to the episode's plot.","4956"
"42","Comedy Anime","https://myanimelist.net/anime/genre/4/Comedy","Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.
Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.","7172"
"42","Supernatural Anime","https://myanimelist.net/anime/genre/37/Supernatural","Primarily taking place on Earth, supernatural stories incorporate elements or attributes that are unnatural and unexplainable by science. Creatures common in folklore (ghosts, vampires) or humans with metaphysical powers (telekinesis, mind reading) are often featured.
Character traits (e.g. demon/spirit) and setting alone do not determine if a story is Supernatural. If only a few characters have powers and most of the cast would be in disbelief to discover this (e.g. one man is an exorcist and the rest are normal adults), then the story is Supernatural. If majority of the cast has magical or supernatural powers (e.g. one normal highschool boy surrounded by five goddesses), then the story is Fantasy. Sometimes a story can be both Supernatural and Fantasy, but this is rare.
When searching for stories featuring creatures, spirits, or gods from folklore, the Mythology and Vampire themes can help refine your search. For superhero stories, please refer to Mahou Shoujo or Superpower.","1486"
"42","Ecchi Anime","https://myanimelist.net/anime/genre/9/Ecchi","","787"
"43","Slice of Life Anime","https://myanimelist.net/anime/genre/36/Slice_of_Life","Slice of Life stories are focused on a seemingly random and mundane period of the main characters' lives. The absence of a central plot to carry the story towards a charted destination means Slice of Life stories frequently lack overarching conflict and resolution. While life is not without conflict and Slice of Life neither, here conflict appears and dissipates seemingly at will, without a specific narrative to enforce it.
Slow story pacing or episodic storytelling does not equal Slice of Life. Drama/Romance stories can be slow and soft while maintaining a central plot of human/relationship struggle. Comedy stories may lack progress and have mundane settings, but they have narratives focused on eliciting laughter rather than amusing moments happening naturally. Thus, Slice of Life is incompatible with Comedy, Drama, and Romance by definition.","1638"
"43","CGDCT Anime","https://myanimelist.net/anime/genre/52/CGDCT","","233"
"43","Otaku Culture Anime","https://myanimelist.net/anime/genre/69/Otaku_Culture","Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.
Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.","92"
"44","Comedy Anime","https://myanimelist.net/anime/genre/4/Comedy","Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.
Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.","7172"
"44","Romance Anime","https://myanimelist.net/anime/genre/22/Romance","Falling in love and struggling to progress towards—or maintain—a romantic relationship take priority, while other subplots either take backseat or are designed to develop the main love story. The narrative focuses on the thoughts and emotions of the characters, illustrating the connections between them and explaining their reactions to events or conflict. Almost always, the story ends happily and the couple is rewarded for their efforts with lasting love.
Romance stories require significant romantic development leading to some kind of conclusion: either to begin the relationship, continue it, or end it. Open-ended romantic endings are only acceptable when the work is an incomplete adaptation of a Romance source. ""Teasing"" stories which do not narrate significant romantic development but have a conclusion should be tagged Romantic Subplot.
A story can be simply Romance. Since they are plot-driven stories showing humans experiencing romantic struggle, most Romance has some Drama inherently. For both tags, the drama should be focused not only on the relationship but also on the side storylines; for example, one character overcoming the death of a loved one or a drug addiction. Comedy requires Romance narratives to be focused on eliciting laughter, not only using comedy for lightheartedness. Slice of Life and Romance are incompatible by definition.","2033"
"45","Comedy Anime","https://myanimelist.net/anime/genre/4/Comedy","Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.
Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.","7172"
"45","Otaku Culture Anime","https://myanimelist.net/anime/genre/69/Otaku_Culture","Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.
Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.","92"
"45","Workplace Anime","https://myanimelist.net/anime/genre/48/Workplace","","180"
"45","Seinen Anime","https://myanimelist.net/anime/genre/42/Seinen","","990"
"46","Romance Anime","https://myanimelist.net/anime/genre/22/Romance","Falling in love and struggling to progress towards—or maintain—a romantic relationship take priority, while other subplots either take backseat or are designed to develop the main love story. The narrative focuses on the thoughts and emotions of the characters, illustrating the connections between them and explaining their reactions to events or conflict. Almost always, the story ends happily and the couple is rewarded for their efforts with lasting love.
Romance stories require significant romantic development leading to some kind of conclusion: either to begin the relationship, continue it, or end it. Open-ended romantic endings are only acceptable when the work is an incomplete adaptation of a Romance source. ""Teasing"" stories which do not narrate significant romantic development but have a conclusion should be tagged Romantic Subplot.
A story can be simply Romance. Since they are plot-driven stories showing humans experiencing romantic struggle, most Romance has some Drama inherently. For both tags, the drama should be focused not only on the relationship but also on the side storylines; for example, one character overcoming the death of a loved one or a drug addiction. Comedy requires Romance narratives to be focused on eliciting laughter, not only using comedy for lightheartedness. Slice of Life and Romance are incompatible by definition.","2033"
"46","Supernatural Anime","https://myanimelist.net/anime/genre/37/Supernatural","Primarily taking place on Earth, supernatural stories incorporate elements or attributes that are unnatural and unexplainable by science. Creatures common in folklore (ghosts, vampires) or humans with metaphysical powers (telekinesis, mind reading) are often featured.
Character traits (e.g. demon/spirit) and setting alone do not determine if a story is Supernatural. If only a few characters have powers and most of the cast would be in disbelief to discover this (e.g. one man is an exorcist and the rest are normal adults), then the story is Supernatural. If majority of the cast has magical or supernatural powers (e.g. one normal highschool boy surrounded by five goddesses), then the story is Fantasy. Sometimes a story can be both Supernatural and Fantasy, but this is rare.
When searching for stories featuring creatures, spirits, or gods from folklore, the Mythology and Vampire themes can help refine your search. For superhero stories, please refer to Mahou Shoujo or Superpower.","1486"
"46","Childcare Anime","https://myanimelist.net/anime/genre/53/Childcare","","67"
"46","Otaku Culture Anime","https://myanimelist.net/anime/genre/69/Otaku_Culture","Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.
Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.","92"
"46","Seinen Anime","https://myanimelist.net/anime/genre/42/Seinen","","990"
"47","Otaku Culture Anime","https://myanimelist.net/anime/genre/69/Otaku_Culture","Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.
Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.","92"
"47","School Anime","https://myanimelist.net/anime/genre/23/School","","2001"
"48","Comedy Anime","https://myanimelist.net/anime/genre/4/Comedy","Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.
Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.","7172"
"48","Adult Cast Anime","https://myanimelist.net/anime/genre/50/Adult_Cast","","556"
"48","Otaku Culture Anime","https://myanimelist.net/anime/genre/69/Otaku_Culture","Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.
Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.","92"
"48","Workplace Anime","https://myanimelist.net/anime/genre/48/Workplace","","180"
"49","Comedy Anime","https://myanimelist.net/anime/genre/4/Comedy","Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.
Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.","7172"
"49","Romance Anime","https://myanimelist.net/anime/genre/22/Romance","Falling in love and struggling to progress towards—or maintain—a romantic relationship take priority, while other subplots either take backseat or are designed to develop the main love story. The narrative focuses on the thoughts and emotions of the characters, illustrating the connections between them and explaining their reactions to events or conflict. Almost always, the story ends happily and the couple is rewarded for their efforts with lasting love.
Romance stories require significant romantic development leading to some kind of conclusion: either to begin the relationship, continue it, or end it. Open-ended romantic endings are only acceptable when the work is an incomplete adaptation of a Romance source. ""Teasing"" stories which do not narrate significant romantic development but have a conclusion should be tagged Romantic Subplot.
A story can be simply Romance. Since they are plot-driven stories showing humans experiencing romantic struggle, most Romance has some Drama inherently. For both tags, the drama should be focused not only on the relationship but also on the side storylines; for example, one character overcoming the death of a loved one or a drug addiction. Comedy requires Romance narratives to be focused on eliciting laughter, not only using comedy for lightheartedness. Slice of Life and Romance are incompatible by definition.","2033"
"49","Ecchi Anime","https://myanimelist.net/anime/genre/9/Ecchi","","787"
"50","Romance Anime","https://myanimelist.net/anime/genre/22/Romance","Falling in love and struggling to progress towards—or maintain—a romantic relationship take priority, while other subplots either take backseat or are designed to develop the main love story. The narrative focuses on the thoughts and emotions of the characters, illustrating the connections between them and explaining their reactions to events or conflict. Almost always, the story ends happily and the couple is rewarded for their efforts with lasting love.
Romance stories require significant romantic development leading to some kind of conclusion: either to begin the relationship, continue it, or end it. Open-ended romantic endings are only acceptable when the work is an incomplete adaptation of a Romance source. ""Teasing"" stories which do not narrate significant romantic development but have a conclusion should be tagged Romantic Subplot.
A story can be simply Romance. Since they are plot-driven stories showing humans experiencing romantic struggle, most Romance has some Drama inherently. For both tags, the drama should be focused not only on the relationship but also on the side storylines; for example, one character overcoming the death of a loved one or a drug addiction. Comedy requires Romance narratives to be focused on eliciting laughter, not only using comedy for lightheartedness. Slice of Life and Romance are incompatible by definition.","2033"
"50","Otaku Culture Anime","https://myanimelist.net/anime/genre/69/Otaku_Culture","Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.
Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.","92"
"50","School Anime","https://myanimelist.net/anime/genre/23/School","","2001"
"50","Seinen Anime","https://myanimelist.net/anime/genre/42/Seinen","","990"
"51","Comedy Anime","https://myanimelist.net/anime/genre/4/Comedy","Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.
Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.","7172"
"51","Ecchi Anime","https://myanimelist.net/anime/genre/9/Ecchi","","787"
"51","Otaku Culture Anime","https://myanimelist.net/anime/genre/69/Otaku_Culture","Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.
Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.","92"
"51","Showbiz Anime","https://myanimelist.net/anime/genre/75/Showbiz","Show business, or Showbiz for short, describes the industry which produces popular entertainment media such as television shows, movies, radio programs, magazines, and mainstream contemporary music. One or main characters in Showbiz themed stories work in the entertainment industry, either as a performer (e.g. actress, model) or in business development (e.g. manager, producer). Their occupation should also be central to the main story's plotline. For example, simply dating a famous band member but never seeing that character perform or struggle with their profession is not Showbiz.
Idols-themed stories are a subcategory of Showbiz, so they are not double-tagged with Idols (female) or Idols (male). Stories featuring a main cast of both female and male idols equally is rare, so those will be have the Showbiz theme.","36"
"51","Seinen Anime","https://myanimelist.net/anime/genre/42/Seinen","","990"
"52","Comedy Anime","https://myanimelist.net/anime/genre/4/Comedy","Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.
Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.","7172"
"52","Otaku Culture Anime","https://myanimelist.net/anime/genre/69/Otaku_Culture","Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.
Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.","92"
"52","School Anime","https://myanimelist.net/anime/genre/23/School","","2001"
"53","Comedy Anime","https://myanimelist.net/anime/genre/4/Comedy","Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.
Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.","7172"
"53","Adult Cast Anime","https://myanimelist.net/anime/genre/50/Adult_Cast","","556"
"53","Otaku Culture Anime","https://myanimelist.net/anime/genre/69/Otaku_Culture","Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.
Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.","92"
"53","Parody Anime","https://myanimelist.net/anime/genre/20/Parody","","747"
"53","Seinen Anime","https://myanimelist.net/anime/genre/42/Seinen","","990"
"54","Comedy Anime","https://myanimelist.net/anime/genre/4/Comedy","Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.
Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.","7172"
"54","Otaku Culture Anime","https://myanimelist.net/anime/genre/69/Otaku_Culture","Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.
Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.","92"
"54","School Anime","https://myanimelist.net/anime/genre/23/School","","2001"
"54","Seinen Anime","https://myanimelist.net/anime/genre/42/Seinen","","990"
"55","Comedy Anime","https://myanimelist.net/anime/genre/4/Comedy","Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.
Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.","7172"
"55","Otaku Culture Anime","https://myanimelist.net/anime/genre/69/Otaku_Culture","Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.
Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.","92"
"55","Parody Anime","https://myanimelist.net/anime/genre/20/Parody","","747"
"55","School Anime","https://myanimelist.net/anime/genre/23/School","","2001"
"56","Comedy Anime","https://myanimelist.net/anime/genre/4/Comedy","Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.
Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.","7172"
"56","Otaku Culture Anime","https://myanimelist.net/anime/genre/69/Otaku_Culture","Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.
Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.","92"
"56","School Anime","https://myanimelist.net/anime/genre/23/School","","2001"
"56","Josei Anime","https://myanimelist.net/anime/genre/43/Josei","","152"
"57","Action Anime","https://myanimelist.net/anime/genre/1/Action","Exciting action sequences take priority and significant conflicts between characters are usually resolved with one's physical power. While the overarching plot may involve one group against another, the narrative in action stories is always focused on the strengths/weaknesses of individual characters and the effort they put into their personal battles with the opposing group's members.
Contrast with Military or Sports where the narrative is on collective achievement, or monster-of-the-week where the brief action scenes are a predicted climax to the episode's plot.","4956"
"57","Fantasy Anime","https://myanimelist.net/anime/genre/10/Fantasy","Magical powers, unnatural creatures, or other unreal elements which cannot be explained by science are prevalent and normal to the setting they exist in. Fantasy stories can take place on Earth (urban fantasy) or in another world.
Character traits (e.g. magician vs demon/spirit) and setting do not determine if a story is Fantasy. If majority of the cast has magical or supernatural powers (e.g. one normal highschool boy surrounded by five goddesses), then the story is Fantasy. If only a few characters have powers and most of the cast would be in disbelief to discover this (e.g. one man is an exorcist and the rest are normal adults), then the story is Supernatural. Sometimes a story can be both Fantasy and Supernatural, but this is rare.
When searching for High Fantasy stories, excluding lower fantasy themes (e.g. Mythology, Superpower) can help refine your search.","5525"
"57","Mahou Shoujo Anime","https://myanimelist.net/anime/genre/66/Mahou_Shoujo","","328"
"57","Otaku Culture Anime","https://myanimelist.net/anime/genre/69/Otaku_Culture","Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.
Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.","92"
"57","Psychological Anime","https://myanimelist.net/anime/genre/40/Psychological","","417"
"58","Boys Love Anime","https://myanimelist.net/anime/genre/28/Boys_Love","Same-sex romantic/sexual relationships between men are the focus of these stories.
The term Boys Love and its abbreviation BL are commonly used to refer media written by women for female audiences in Japan, while the term Bara is often used for media written by men for male audiences. In the West, the terms Shounen Ai (romantic/non-sexual) and Yaoi (sexual) are more commonly used for BL.
On MAL, Boys Love combines all homosexual relationships between men and explicit genres (Ecchi, Erotica, Hentai) are used to indicate the sexual content level. This means most Shounen Ai stories have no explicit genres, most Yaoi are labelled Ecchi or Erotica, and most Bara are labelled Hentai.","171"
"58","Comedy Anime","https://myanimelist.net/anime/genre/4/Comedy","Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.
Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.","7172"
"58","Adult Cast Anime","https://myanimelist.net/anime/genre/50/Adult_Cast","","556"
"58","Otaku Culture Anime","https://myanimelist.net/anime/genre/69/Otaku_Culture","Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.
Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.","92"
"58","Showbiz Anime","https://myanimelist.net/anime/genre/75/Showbiz","Show business, or Showbiz for short, describes the industry which produces popular entertainment media such as television shows, movies, radio programs, magazines, and mainstream contemporary music. One or main characters in Showbiz themed stories work in the entertainment industry, either as a performer (e.g. actress, model) or in business development (e.g. manager, producer). Their occupation should also be central to the main story's plotline. For example, simply dating a famous band member but never seeing that character perform or struggle with their profession is not Showbiz.
Idols-themed stories are a subcategory of Showbiz, so they are not double-tagged with Idols (female) or Idols (male). Stories featuring a main cast of both female and male idols equally is rare, so those will be have the Showbiz theme.","36"
